image_name,image_path,cam_num,shift,ref_excelente,ref_bom,ref_ruim,ref_pessimo,pred_label,ev_label_1,ev_label_2,ev_label_3,ev_label_4,ev_label_5
IMG_2022-05-26_15-45-09-669.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_15-45-09-669.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_09-00-10-027.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_09-00-10-027.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_10-15-08-626.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_10-15-08-626.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_06-30-06-650.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_06-30-06-650.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_00-15-10-625.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_00-15-10-625.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_06-45-04-811.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_06-45-04-811.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_17-00-11-128.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_17-00-11-128.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_23-15-10-516.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_23-15-10-516.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_21-00-07-643.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_21-00-07-643.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_19-30-07-123.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_19-30-07-123.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_12-30-12-838.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_12-30-12-838.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_14-15-05-928.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_14-15-05-928.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_07-45-07-725.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_07-45-07-725.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_18-15-05-894.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_18-15-05-894.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_08-15-07-025.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_08-15-07-025.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_02-30-02-747.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_02-30-02-747.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_12-15-09-855.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_12-15-09-855.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_23-15-11-578.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_23-15-11-578.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_00-30-00-851.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_00-30-00-851.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_23-45-12-281.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_23-45-12-281.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_20-45-07-805.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_20-45-07-805.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_14-00-09-029.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_14-00-09-029.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_23-00-08-593.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_23-00-08-593.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_22-45-11-300.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_22-45-11-300.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_17-00-05-956.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_17-00-05-956.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_21-15-08-627.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_21-15-08-627.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_02-45-10-448.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_02-45-10-448.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_04-00-03-066.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_04-00-03-066.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_20-30-04-898.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_20-30-04-898.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_23-00-12-221.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_23-00-12-221.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_16-45-08-218.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_16-45-08-218.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_19-15-06-742.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_19-15-06-742.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-27_00-30-11-015.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-27_00-30-11-015.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_08-30-07-925.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_08-30-07-925.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_18-00-10-080.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_18-00-10-080.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_17-45-13-367.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_17-45-13-367.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_06-00-14-230.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_06-00-14-230.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_14-45-07-084.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_14-45-07-084.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_10-30-13-089.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_10-30-13-089.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_03-00-04-153.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_03-00-04-153.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_20-15-08-712.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_20-15-08-712.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_12-30-06-504.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_12-30-06-504.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_23-45-06-933.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_23-45-06-933.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_17-45-12-879.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_17-45-12-879.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_02-15-12-496.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_02-15-12-496.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_18-30-11-825.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_18-30-11-825.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_18-45-08-722.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_18-45-08-722.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_05-30-15-205.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_05-30-15-205.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_20-45-12-083.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_20-45-12-083.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_19-30-11-471.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_19-30-11-471.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_09-45-07-235.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_09-45-07-235.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_14-30-08-260.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_14-30-08-260.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_07-30-07-559.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_07-30-07-559.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_11-30-04-459.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_11-30-04-459.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_16-15-10-698.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_16-15-10-698.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_23-30-11-373.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_23-30-11-373.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_21-00-08-999.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_21-00-08-999.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_06-15-12-945.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_06-15-12-945.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_03-30-09-397.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_03-30-09-397.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_05-45-11-323.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_05-45-11-323.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_18-00-03-928.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_18-00-03-928.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-26_10-00-08-273.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_10-00-08-273.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_09-00-05-561.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_09-00-05-561.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_09-45-07-150.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_09-45-07-150.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-25_13-15-07-223.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_13-15-07-223.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_15-30-07-632.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_15-30-07-632.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_02-30-08-611.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_02-30-08-611.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
IMG_2022-05-25_13-00-03-451.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-25_13-00-03-451.jpg,cam_65,dia,/dataset_pecem/cam_77_3/Excelente/Imagem11.jpg,/dataset_pecem/cam_77_3/Bom/Imagem13.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem15.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem17.jpg,,,,,,
IMG_2022-05-26_20-00-09-357.jpg,./dataset_pecem_merged/cam_65/IMG_2022-05-26_20-00-09-357.jpg,cam_65,noite,/dataset_pecem/cam_77_3/Excelente/Imagem12.jpg,/dataset_pecem/cam_77_3/Bom/Imagem14.jpg,/dataset_pecem/cam_77_3/Ruim/Imagem16.jpg,/dataset_pecem/cam_77_3/Pessimo/Imagem18.jpg,,,,,,
